id,name,level,country,profitableEffiieny,annualRevenue,employees,city,founded_year
1861,Blanhard-Reynolds,4,Japan,890.6923077,92632,104,Sapporo,2001
1862,"Garrison, Rogers and Adams",4,China,119.5354691,52237,437,Guangzhou,2021
1863,Sott PL,4,anada,475.8837209,40926,86,Quebe ity,2005
1864,Murray-Leonard,4,USA,179.8481675,34351,191,New York,2020
1865,Navarro PL,4,UK,255.075188,33925,133,Liverpool,2013
1866,Meyer Ltd,4,India,4368,117936,27,Jaipur,2014
1867,"Kaiser, Edwards and Smith",4,China,308.0526316,29265,95,Beijing,2017
1868,Deker In,4,Germany,185.4962687,49713,268,Berlin,2015
1869,Davis-Garia,4,China,132.5935829,49590,374,Shanghai,2007
1870,Bell-Hardy,4,anada,201.2748538,34418,171,Halifax,2018
1871,Lee-Johnson,4,Frane,221.019943,77578,351,Toulouse,2023
1872,Brown PL,4,India,224.8304094,38446,171,Hyderabad,2003
1873,"Shannon, Robinson and Greene",4,Japan,85.30890052,32588,382,Osaka,2007
1874,Erikson In,4,Frane,155.3427332,71613,461,Toulouse,2012
1875,Gates and Sons,4,Japan,256.8618421,78086,304,Osaka,2015
1876,Douglas-Yoder,4,anada,419.2911392,33124,79,Toronto,2013
1877,"Pratt, Lopez and Rodriguez",4,Japan,804.2291667,77206,96,Saitama,2014
1878,King Group,4,Frane,166.0334728,39682,239,Nantes,2004
1879,"Mayer, Fowler and Livingston",4,Japan,476.6203704,51475,108,Fukuoka,2008
1880,Hammond-Shwartz,4,India,145.4233983,52207,359,Bangalore,2001
1881,"arrillo, Morris and Martin",4,USA,427.557377,26081,61,Phoenix,2004
1882,Ramirez In,4,anada,1192.358696,109697,92,Quebe ity,2013
1883,Prie-Ferrell,4,India,234.156051,73525,314,Hyderabad,2009
1884,Sosa-Baker,4,Germany,325.0533333,97516,300,Leipzig,2005
1885,Jones-Krause,4,Japan,144.0993228,63836,443,Osaka,2013
1886,Bishop and Sons,4,anada,338.0566802,83500,247,algary,2018
1887,"Vasquez, Thomas and Mak",4,anada,112.8888889,42672,378,Ottawa,2000
1888,Mendez In,4,Frane,150.122093,25821,172,Toulouse,2007
1889,Baldwin-Garia,4,Frane,100.2429501,46212,461,Lille,2007
1890,Jones Ltd,4,Germany,192.9266055,42058,218,Leipzig,2000
1891,Waters-Smith,4,USA,199.6947368,75884,380,New York,2015
1892,Hernandez-Bowman,4,USA,213.3786408,43956,206,San Antonio,2016
1893,Ortega LL,4,anada,181.2325581,46758,258,Montreal,2014
1894,Graves Group,4,Japan,125.9717949,49129,390,Osaka,2017
1895,"Smith, Zimmerman and Wise",4,USA,1084.041667,78051,72,San Antonio,2006
1896,Graham-Anthony,4,India,197.125,66234,336,hennai,2007
1897,Fernandez In,4,China,239.8184438,83217,347,Beijing,2015
1898,Finley-Meyers,4,UK,372.2208333,89333,240,Birmingham,2022
1899,Martinez-Nihols,4,USA,114.11,45644,400,San Diego,2014
1900,ook-Turner,4,Germany,186.4498778,76258,409,D眉sseldorf,2005
1901,hen Ltd,4,India,243.8176292,80216,329,Pune,2022
1902,Diaz LL,4,USA,135.5800866,62638,462,Los Angeles,2012
1903,Randall LL,4,India,469.5833333,73255,156,Surat,2001
1904,"Harris, Spener and Pone",4,Frane,40.57668712,19842,489,Nie,2022
1905,"Lee, Dominguez and Mosley",4,Japan,132.1054945,60108,455,Osaka,2019
1906,"Barker, Tuker and Mlure",4,India,54.08179959,26446,489,Mumbai,2016
1907,Moss-Taylor,4,India,213.7014925,42954,201,Mumbai,2003
1908,Johnson PL,4,India,683.48,17087,25,Pune,2019
1909,Burns In,4,India,179.172619,60202,336,Kolkata,2005
1910,"Shneider, Porter and Hanna",4,China,326.7082294,131010,401,Nanjing,2022
1911,Levy-Smith,4,Japan,299.4015748,38024,127,Yokohama,2010
1912,Brown-Frenh,4,China,99.26597938,48144,485,Wuhan,2023
1913,Sullivan and Sons,4,Japan,369.7675676,68407,185,Nagoya,2010
1914,"ontreras, Ellis and Gregory",4,UK,479.5656109,105984,221,Bristol,2021
1915,"Hernandez, Riley and Bukley",4,UK,396.0820513,77236,195,London,2002
1916,Moss Group,4,India,261.7241379,68310,261,Pune,2015
1917,"Smith, Meadows and Montgomery",4,China,112.9638989,31291,277,Wuhan,2022
1918,Haynes and Sons,4,UK,265.5699482,51255,193,Edinburgh,2019
1919,Jakson In,4,China,715.9387755,35081,49,Shenzhen,2014
1920,Hoover-Davis,4,China,278.4539474,42325,152,Tianjin,2005
1921,"Jakson, Garza and Meyers",4,China,265.630137,38782,146,Shanghai,2005
1922,Wilson PL,4,China,805.0609756,66015,82,Guangzhou,2015
1923,"Walker, Brok and Simmons",4,Japan,1885.125,30162,16,Kawasaki,2020
1924,"Gregory, Nguyen and Daugherty",4,UK,480.4468085,135486,282,Sheffield,2021
1925,"Gardner, Morris and Oonnell",4,Germany,302.8136364,66619,220,Dortmund,2011
1926,Duran PL,4,anada,438.4455446,44283,101,Toronto,2009
1927,Rogers In,4,China,84.29398148,36415,432,Beijing,2007
1928,Thomas-Perry,4,India,286.9055556,51643,180,Ahmedabad,2018
1929,"Wood, Martin and Sanhez",4,India,133.0898551,45916,345,Pune,2018
1930,"Williams, Garia and Boone",4,anada,291.5694915,86013,295,Quebe ity,2009
1931,"Bennett, Moore and Hobbs",4,Germany,208.2885086,85190,409,ologne,2005
1932,Smith and Sons,4,UK,360.5435897,70306,195,Liverpool,2015
1933,Mann PL,4,UK,309.8,57313,185,London,2004
1934,Butler-Aguirre,4,UK,116.4953271,37395,321,Edinburgh,2005
1935,Shwartz-Harris,4,Germany,566.1836735,55486,98,Essen,2009
1936,"Nelson, ole and Allen",4,Germany,463.2460317,58369,126,Hamburg,2005
1937,Bishop In,4,China,309.5284281,92549,299,Beijing,2010
1938,"White, Porter and lements",4,Germany,509.7886598,98899,194,Dortmund,2008
1939,"Serrano, Turner and Barnes",4,Germany,217.9918256,80003,367,Frankfurt,2017
1940,"Young, Wilson and Moreno",4,USA,1538.95,123116,80,Philadelphia,2011
1941,Montgomery PL,4,India,1254.522727,110398,88,Pune,2017
1942,"Robinson, Townsend and Hopkins",4,UK,596.1509434,126384,212,Manhester,2000
1943,Brown-Rodriguez,4,anada,194.2791667,93254,480,Vanouver,2014
1944,Jennings Group,4,India,307.7389034,117864,383,Bangalore,2000
1945,Thompson-Santiago,4,India,110.2181425,51031,463,hennai,2015
1946,Brown LL,4,UK,588.4875,47079,80,ardiff,2021
1947,lark-King,4,anada,1429.16129,88608,62,Edmonton,2022
1948,"Trujillo, hang and Williams",4,anada,819.28125,288387,352,Toronto,2004
1949,"Williams, Medina and Moore",4,China,370.1238095,77726,210,hengdu,2000
1950,Washington In,4,Japan,665.0192308,34581,52,Kyoto,2011
1951,Jaobson Ltd,4,India,250.2432432,83331,333,Mumbai,2019
1952,Watkins-Nguyen,4,Japan,453.3728814,53498,118,Saitama,2016
1953,Burgess LL,4,UK,2478.170213,116474,47,Liverpool,2000
1954,Maxwell LL,4,anada,191.9223301,39536,206,Montreal,2016
1955,Garia Ltd,4,Japan,385.5079872,120664,313,Kyoto,2010
1956,Kane-Bennett,4,USA,254.975,20398,80,Philadelphia,2012
1957,Jones PL,4,Frane,323.7948718,63140,195,Nantes,2012
1958,Brown-Graham,4,USA,207.7717391,38230,184,Phoenix,2011
1959,Reilly Group,4,UK,368.6938776,18066,49,Edinburgh,2017
1960,Hughes and Sons,4,Japan,351.0737327,76183,217,Kyoto,2023
1961,ortez-hen,4,anada,166.2422062,69323,417,Ottawa,2005
1962,Harris-Martinez,4,Frane,89.62731481,38719,432,Strasbourg,2004
1963,"arroll, Ramirez and Rodriguez",4,China,777.73125,124437,160,Guangzhou,2006
1964,Ellis-Jakson,4,anada,844.1578947,32078,38,Hamilton,2010
1965,Robinson-Phillips,4,Frane,292.7897196,62657,214,Marseille,2000
1966,larke Ltd,4,UK,373.432526,107922,289,Sheffield,2005
1967,"Whitehead, Lane and Tran",4,anada,951.4672897,101807,107,Halifax,2004
1968,Miller PL,4,Germany,370.5208333,106710,288,D眉sseldorf,2009
1969,Atkins-Robinson,4,anada,272.4976852,117719,432,Toronto,2009
1970,Hood-Ramirez,4,UK,215.9686684,82716,383,Edinburgh,2017
1971,"Patterson, Salas and Wright",4,anada,73.72682927,30228,410,algary,2000
1972,Riley-Snow,4,USA,240.0506329,37928,158,hiago,2008
1973,"Shah, Mintyre and Villanueva",4,anada,222.7826087,76860,345,Montreal,2020
1974,Baird-Williams,4,UK,92.27734375,23623,256,Sheffield,2005
1975,Quinn-Gordon,4,Japan,199.510101,79006,396,Tokyo,2003
1976,Shmidt-Mendoza,4,UK,234.9324759,73064,311,Edinburgh,2002
1977,"Niholson, havez and Allen",4,India,153.2482993,45055,294,Jaipur,2015
1978,"Mullins, Steele and Russell",4,Frane,73.42977528,26141,356,Nie,2020
1979,Anderson LL,4,anada,184.5318352,49270,267,Montreal,2011
1980,Holland In,4,USA,173.4735099,52389,302,Phoenix,2005
1981,astillo LL,4,USA,299.9377593,72285,241,hiago,2010
1982,Warner PL,4,Germany,2299.15625,73573,32,Stuttgart,2005
1983,"Silva, Bray and Ford",4,UK,74.93333333,24728,330,Leeds,2013
1984,Sawyer Group,4,India,301.5194805,46434,154,Mumbai,2009
1985,larke LL,4,China,126.3979849,50180,397,Nanjing,2006
1986,"Marshall, Shultz and Dalton",4,Germany,79.35128205,30947,390,Munih,2019
1987,ruz Ltd,4,Germany,91.86474501,41431,451,Essen,2010
1988,Shmidt-Phillips,4,India,193.0225352,68523,355,hennai,2008
1989,Wolfe-Salazar,4,India,280.2591362,84358,301,Delhi,2017
1990,"Norton, Frenh and Miller",4,India,1855.666667,139175,75,Bangalore,2000
1991,Fitzgerald-Brown,4,UK,274.7813953,59078,215,Leeds,2015
1992,"ox, Williams and Reyes",4,India,479.3017241,55599,116,Bangalore,2003
1993,Harvey-Diaz,4,Germany,99.79302326,42911,430,Essen,2007
1994,Wong Ltd,4,Japan,300.8798883,107715,358,Kawasaki,2019
1995,astro and Sons,4,China,94.60759494,44844,474,Tianjin,2014
1996,Zavala and Sons,4,China,158.9392034,75814,477,Shanghai,2004
1997,"Wilson, Mendoza and rosby",4,USA,595.2012195,97613,164,San Diego,2011
1998,"Pitts, Warner and Mullins",4,India,56.18478261,25845,460,Bangalore,2014
1999,Flores LL,4,India,364.60625,58337,160,Bangalore,2022
2000,"Frazier, Ramirez and Brown",4,USA,914.9285714,64045,70,Los Angeles,2007
